word,chars,log_freq,gpt2S_surp,gpt2B_surp,gpt2L_surp,mean_RT
fellow,6,4.76,-35.92633819580078,-29.437129974365234,-19.51543617248535,389.9230769230769
females,7,4.38,-36.46281433105469,-24.73792839050293,-18.00728988647461,310.55555555555554
ferocity,8,2.9,-35.86011505126953,-32.674591064453125,-26.04026985168457,402.26190476190476
field's,7,2.61,-19.518795013427734,-12.748741149902344,-11.294042587280273,335.75342465753425
field.,6,5.24,-11.278657913208008,-8.405719757080078,-7.989215850830078,379.8837209302326
fifteen,7,4.14,-27.49951934814453,-21.97878074645996,-6.060438632965088,639.7179487179487
"fifties,",8,3.21,-33.26256561279297,-22.769208908081055,-18.904369354248047,375.23943661971833
"figure,",7,5.07,-12.016267776489258,-8.938379287719727,-8.752464294433594,352.81944444444446
finally,7,5.17,-38.11041259765625,-30.20311164855957,-23.290512084960938,335.73696145124717
"find,",5,5.76,-12.70171070098877,-10.188011169433594,-13.403841972351074,361.14130434782606
find.',6,5.76,-29.040843963623047,-25.338972091674805,-24.789867401123047,345.0121951219512
fine.,5,5.23,-11.824283599853516,-9.223516464233398,-8.072086334228516,322.8157894736842
finger.,7,4.48,-11.909759521484375,-8.623958587646484,-8.63315486907959,373.8804347826087
fire.,5,5.3,-12.049463272094727,-8.903725624084473,-7.905710220336914,299.6666666666667
"first,",6,6.11,-11.553973197937012,-8.465941429138184,-9.263900756835938,332.1174089068826
fish.,5,4.9,-12.035134315490723,-8.444851875305176,-8.213798522949219,442.91358024691357
fishes,6,3.42,-35.37052536010742,-28.335594177246094,-22.952253341674805,423.0879120879121
"flame,",6,4.07,-12.955348014831543,-8.424059867858887,-7.522873401641846,333.06666666666666
flames,6,4.03,-33.82137680053711,-27.641389846801758,-17.04151153564453,334.2911392405063
"flames,",7,4.03,-30.573490142822266,-25.80081558227539,-19.422653198242188,329.8414634146341
flapping,8,3.01,-36.11963653564453,-24.58188247680664,-15.500494956970215,335.11494252873564
flew,4,4.16,-19.683067321777344,-17.785507202148438,-14.206746101379395,324.23059360730593
"flew,",5,4.16,-23.17644691467285,-18.849349975585938,-18.169132232666016,317.52272727272725
floated,7,3.41,-28.998332977294922,-18.679792404174805,-7.166953086853027,355.92391304347825
floating,8,4.18,-29.255773544311523,-17.29547691345215,-2.0646162033081055,346.45454545454544
flock,5,3.69,-31.006528854370117,-21.259265899658203,-18.487394332885742,336.09090909090907
flocks,6,3.03,-35.34275817871094,-25.53050994873047,-19.9924373626709,329.51162790697674
"floor,",6,4.94,-11.821979522705078,-7.971026420593262,-7.7839813232421875,298.80645161290323
flour,5,4.0,-24.126188278198242,-22.309267044067383,-17.213037490844727,344.1436464088398
flowed,6,3.33,-31.207096099853516,-24.991756439208984,-17.202857971191406,298.31081081081084
flower's,8,2.14,-19.339519500732422,-12.449345588684082,-12.000625610351562,365.6621621621622
"flower,",7,4.42,-11.581732749938965,-8.009727478027344,-6.4063401222229,393.0131578947368
flowering,9,3.53,-21.071224212646484,-17.922603607177734,-11.848569869995117,337.57142857142856
flowers,7,4.64,-36.84049987792969,-26.22659683227539,-8.964531898498535,347.012987012987
"flowers,",8,4.64,-31.929956436157227,-24.090042114257812,-11.280374526977539,354.7631578947368
foaming,7,2.95,-34.990562438964844,-28.252103805541992,-16.550949096679688,333.31111111111113
folding,7,3.7,-21.01025390625,-17.180152893066406,-9.020419120788574,359.0681818181818
followed,8,5.05,-19.907459259033203,-15.766365051269531,-4.412014961242676,315.5824175824176
followed.,9,5.05,-20.11917495727539,-20.687490463256836,-14.527352333068848,401.7435897435897
fooled,6,3.6,-35.52403259277344,-25.877830505371094,-19.34943962097168,340.77777777777777
forest.,7,4.7,-11.49728775024414,-8.300032615661621,-6.714420795440674,352.1978021978022
forgot,6,4.63,-31.836292266845703,-32.46099853515625,-19.442481994628906,307.62359550561797
forgotten,9,4.4,-41.0082893371582,-34.19981002807617,-16.405120849609375,317.9127516778523
formal,6,4.45,-20.770334243774414,-19.530776977539062,-9.833368301391602,331.7236842105263
"fortunate,",10,3.97,-35.13307571411133,-30.581520080566406,-23.409793853759766,402.75824175824175
fortune.,8,4.3,-10.83855152130127,-7.25667667388916,-7.164536952972412,321.8705882352941
forty,5,4.2,-20.802095413208008,-17.32384490966797,-11.062874794006348,355.40277777777777
forty-one,9,4.2,-33.90578842163086,-28.945953369140625,-14.479033470153809,420.02597402597405
forty-seven,11,4.15,-36.45415496826172,-31.1791934967041,-14.047607421875,371.951724137931
"forty-seven,",12,4.15,-39.492950439453125,-35.29509735107422,-19.48001480102539,424.55555555555554
forty-seven.,12,4.15,-38.709537506103516,-34.903099060058594,-19.21433448791504,509.5972850678733
forty-seven.',13,4.15,-47.48756408691406,-43.71091079711914,-27.698022842407227,388.61971830985914
found.,6,5.68,-12.211723327636719,-10.275413513183594,-10.44918155670166,309.80232558139534
fraction,8,3.96,-38.142730712890625,-28.654375076293945,-19.864660263061523,301.62820512820514
"frequency,",10,4.36,-12.01333236694336,-8.47938060760498,-9.586917877197266,334.9583333333333
frightened,10,3.74,-33.96656036376953,-20.90932846069336,-23.438554763793945,349.4725274725275
frogs,5,3.56,-15.244423866271973,-14.585923194885254,-4.025555610656738,335.32608695652175
from.,5,6.63,-12.8994140625,-11.145513534545898,-12.626958847045898,322.4102564102564
"frowning,",9,2.71,-37.66469192504883,-26.87734031677246,-22.444517135620117,394.7802197802198
frozen,6,4.32,-41.2373046875,-30.89569854736328,-18.002756118774414,338.43888888888887
"frozen,",7,4.32,-37.081329345703125,-29.656021118164062,-20.575626373291016,298.1847826086956
fry,3,3.89,-28.269275665283203,-22.24787139892578,-21.14845085144043,379.3863636363636
fuming,6,2.95,-41.65561294555664,-30.403898239135742,-26.835121154785156,365.04545454545456
fun!',5,5.3,-33.80410385131836,-30.388946533203125,-25.998836517333984,359.2409638554217
functioning.,12,4.02,-21.819425582885742,-19.82782554626465,-14.555948257446289,417.55555555555554
funny,5,5.02,-26.342588424682617,-22.388357162475586,-9.025980949401855,320.5108695652174
furious,7,3.98,-39.98368835449219,-28.702993392944336,-22.781307220458984,317.1195652173913
furious.,8,3.98,-33.85809326171875,-26.501689910888672,-23.456090927124023,491.4782608695652
futures,7,3.84,-31.45343017578125,-22.942880630493164,-19.13060188293457,410.56410256410254
"gambling,",9,4.08,-34.62362289428711,-29.659780502319336,-23.885461807250977,365.8918918918919
"garden,",7,4.77,-30.39729118347168,-25.6881160736084,-19.0222225189209,432.11392405063293
gathered,8,4.27,-42.35411834716797,-33.52003479003906,-25.667190551757812,314.2298850574713
gathered.,9,4.27,-37.60604476928711,-34.41135787963867,-28.268892288208008,414.32183908045977
gave,4,5.25,-31.12261390686035,-25.556175231933594,-20.798233032226562,343.4861111111111
geese,5,3.35,-35.08142852783203,-29.496440887451172,-21.0521297454834,312.5217391304348
gelid,5,1.31,-21.63111114501953,-21.270002365112305,-22.145462036132812,625.7640449438202
gene,4,4.36,-29.206466674804688,-24.107547760009766,-17.78586196899414,324.05
generally,9,4.95,-27.638973236083984,-17.424697875976562,-6.641010761260986,386.66396761133603
genes,5,4.14,-21.510480880737305,-18.415794372558594,-13.475469589233398,321.33009708737865
genetic,7,4.34,-34.542572021484375,-28.172317504882812,-11.226262092590332,322.555023923445
genetically,11,3.66,-39.69110870361328,-33.22307205200195,-17.203407287597656,316.9130434782609
genial,6,2.72,-33.91399002075195,-24.21721839904785,-17.370681762695312,357.93617021276594
gentle,6,4.17,-22.47342300415039,-21.86713218688965,-15.19155216217041,349.8333333333333
get.,4,6.28,-11.927791595458984,-9.830150604248047,-12.84675121307373,355.7578947368421
giant,5,4.62,-34.261436462402344,-26.675621032714844,-19.387908935546875,350.3152173913044
giraffe?',9,3.32,-52.09286117553711,-40.63218307495117,-35.04426956176758,351.64
girl!,5,5.38,-20.45699691772461,-17.40740966796875,-16.322242736816406,388.07608695652175
girl's,6,3.96,-18.9707088470459,-12.007891654968262,-9.629868507385254,332.6777777777778
"girl,",5,5.38,-11.360816955566406,-7.619489669799805,-8.033740043640137,343.8333333333333
girl.,5,5.38,-11.200737953186035,-8.098443031311035,-9.17593765258789,318.30337078651684
"girls,",6,5.17,-11.161481857299805,-7.577552795410156,-7.5811967849731445,315.75342465753425
"given,'",7,5.41,-31.156288146972656,-27.675037384033203,-25.642478942871094,357.4096385542169
given.,6,5.41,-12.500304222106934,-10.430521965026855,-9.761064529418945,364.54545454545456
"glass,'",7,4.85,-30.587047576904297,-26.87942886352539,-24.63337516784668,327.34567901234567
glasses,7,4.34,-37.28766632080078,-28.465621948242188,-17.898517608642578,325.6666666666667
glory,5,4.36,-27.543067932128906,-20.09174919128418,-14.40560245513916,335.60869565217394
glowed,6,2.63,-32.160316467285156,-25.464162826538086,-21.271032333374023,327.8901098901099
gobbled,7,2.51,-37.141361236572266,-27.16441535949707,-9.696878433227539,349.855421686747
golden,6,4.67,-20.595983505249023,-18.077280044555664,-10.283398628234863,323.1
gonna,5,5.29,-39.84518814086914,-29.233203887939453,-22.94771957397461,285.1595744680851
good.,5,6.12,-11.294246673583984,-8.554125785827637,-9.396927833557129,357.61538461538464
goose,5,3.84,-29.774457931518555,-26.18653678894043,-18.8842716217041,379.2303370786517
"grand,",6,4.91,-12.132040977478027,-10.114505767822266,-15.585854530334473,370.14285714285717
grandmother,11,4.14,-28.138914108276367,-28.024436950683594,-13.712507247924805,363.4697247706422
"grandmother,",12,4.14,-26.168190002441406,-26.335859298706055,-15.039928436279297,342.0773480662983
gravel.,7,3.7,-32.14794158935547,-29.742265701293945,-27.525936126708984,393.8734939759036
greater,7,4.9,-21.405742645263672,-17.842409133911133,-8.990326881408691,315.8181818181818
greatly,7,4.33,-23.735889434814453,-18.155275344848633,-9.119793891906738,405.97402597402595
green.,6,5.13,-11.817009925842285,-9.31410026550293,-9.886855125427246,444.6236559139785
grew,4,4.69,-31.320297241210938,-28.495929718017578,-21.170835494995117,319.2672811059908
grimacing,9,2.21,-36.60768508911133,-28.748207092285156,-24.398897171020508,394.81944444444446
"grimacing,",10,2.21,-33.6220588684082,-27.27752685546875,-22.491100311279297,472.94444444444446
grinding,8,3.94,-38.310550689697266,-29.18675422668457,-15.626736640930176,335.9120879120879
grinned,7,2.87,-28.80860137939453,-24.718589782714844,-19.328521728515625,350.63829787234044
"ground,",7,5.15,-11.258121490478516,-8.135050773620605,-8.185447692871094,330.77653631284915
groups.,7,5.12,-10.56775951385498,-6.343014717102051,-5.697697639465332,346.3493150684931
groups:,7,5.12,-15.835501670837402,-11.547533988952637,-10.507800102233887,440.4805194805195
growers,7,3.5,-22.908971786499023,-18.52762794494629,-7.919023036956787,370.2564102564103
growers',8,3.5,-27.463958740234375,-22.896432876586914,-12.575711250305176,380.30263157894734
grows,5,4.18,-32.06022262573242,-28.95095443725586,-21.576263427734375,344.2857142857143
grunting,8,2.71,-32.97093200683594,-24.236080169677734,-15.62696647644043,400.6849315068493
guarded,7,3.63,-38.14215850830078,-28.667118072509766,-11.20569133758545,326.08045977011494
guile,5,2.75,-28.410009384155273,-21.32098388671875,-14.262683868408203,392.80898876404495
"guilty,",7,4.61,-34.44789505004883,-26.996763229370117,-16.892000198364258,393.5923566878981
gurgling,8,2.52,-35.920875549316406,-26.559751510620117,-21.495452880859375,319.3296703296703
ha!',4,4.58,-34.548789978027344,-30.993947982788086,-28.720335006713867,330.890243902439
"had,",4,6.33,-13.161785125732422,-9.866287231445312,-11.786398887634277,338.5704697986577
"hair,",5,5.08,-12.347132682800293,-9.682768821716309,-8.405624389648438,344.5812274368231
hair.,5,5.08,-11.99077320098877,-9.847855567932129,-9.092909812927246,310.1758241758242
haircut,7,3.7,-29.692899703979492,-27.757160186767578,-20.42060661315918,361.1607142857143
"haircut,",8,3.7,-29.642345428466797,-27.578540802001953,-21.090045928955078,325.3404255319149
haircut.,8,3.7,-29.09186363220215,-27.1096134185791,-20.775882720947266,385.9153439153439
hands!',7,5.16,-33.881229400634766,-30.540409088134766,-29.697969436645508,372.46153846153845
handsome,8,4.22,-30.32603645324707,-27.519908905029297,-21.68666648864746,355.4823529411765
happen?,7,5.19,-34.47492218017578,-29.9365291595459,-25.968347549438477,315.641975308642
harsher,7,3.06,-38.74103546142578,-28.35813331604004,-23.597915649414062,355.87179487179486
hated,5,4.2,-31.385255813598633,-24.176071166992188,-23.38785743713379,360.18918918918916
hateful,7,3.52,-41.86042404174805,-32.98947525024414,-27.868183135986328,330.94736842105266
hating,6,3.84,-31.901634216308594,-23.915109634399414,-22.479318618774414,342.9651162790698
have.,5,6.71,-12.623749732971191,-10.975220680236816,-13.494291305541992,374.63157894736844
haven't,7,5.11,-20.139507293701172,-17.52874183654785,-11.941086769104004,365.0487804878049
he's,4,5.6,-19.384428024291992,-11.568975448608398,-9.097429275512695,328.1309523809524
"head,",5,5.51,-11.933968544006348,-8.404263496398926,-7.2309889793396,354.0855614973262
head.,5,5.51,-11.567614555358887,-8.709187507629395,-8.074874877929688,413.0734463276836
head.',6,5.51,-28.8710880279541,-25.455961227416992,-23.22026252746582,316.1190476190476
hear,4,5.23,-22.793210983276367,-19.249814987182617,-16.228334426879883,308.7302052785924
hearing,7,4.82,-33.58005905151367,-26.918930053710938,-17.580249786376953,327.0138888888889
hearsay,7,3.04,-34.089805603027344,-30.86944580078125,-18.081552505493164,399.4166666666667
"heart,",6,5.31,-11.979448318481445,-8.115903854370117,-7.366193771362305,394.2197802197802
"heavens,",8,3.72,-32.96132278442383,-26.528705596923828,-21.81263542175293,321.9
hedge-king!',12,3.72,-57.894203186035156,-56.107177734375,-54.84754943847656,964.2941176470588
"hedge-king,",11,3.72,-43.20954132080078,-41.81557083129883,-39.48127365112305,525.3626373626373
"hedges,",7,3.27,-30.05205535888672,-25.91736602783203,-16.41350555419922,329.5287356321839
hell.,5,5.1,-11.855820655822754,-8.613282203674316,-8.259817123413086,409.8395061728395
help.,5,5.75,-11.521650314331055,-8.618836402893066,-9.158458709716797,334.95348837209303
helped,6,4.88,-30.17803382873535,-26.14607048034668,-14.357733726501465,305.5414364640884
helping,7,4.78,-30.81144905090332,-25.69927978515625,-15.18775749206543,339.7162162162162
helpless.,9,3.69,-33.78687286376953,-28.954608917236328,-24.720834732055664,317.85714285714283
"her,",4,6.3,-12.259415626525879,-9.091894149780273,-8.35206413269043,341.2494382022472
her.,4,6.3,-11.528486251831055,-9.266947746276855,-9.498756408691406,345.7669039145907
herself,7,4.78,-28.825366973876953,-28.027074813842773,-19.067277908325195,311.6063157894737
"herself,",8,4.78,-26.011993408203125,-25.017858505249023,-18.210657119750977,358.6111111111111
"herself,'",9,4.78,-41.23185729980469,-40.01226806640625,-27.961233139038086,338.72527472527474
herself.,8,4.78,-24.731517791748047,-24.991640090942383,-17.772430419921875,403.2289156626506
hesitantly,10,2.44,-37.31924819946289,-32.45547866821289,-26.837568283081055,382.7866666666667
hide-and-seek,13,4.27,-32.1397819519043,-26.67127799987793,-17.944982528686523,363.75
hides,5,3.69,-32.731475830078125,-24.163005828857422,-22.325855255126953,317.53409090909093
hiding,6,4.32,-35.37591552734375,-26.53789710998535,-23.138479232788086,305.632183908046
high-altitude,13,3.91,-26.149221420288086,-19.25521469116211,-12.13403606414795,438.12
"higher,",7,5.18,-11.94688892364502,-8.516460418701172,-11.823243141174316,353.48275862068965
higher.,7,5.18,-11.721720695495605,-8.900628089904785,-12.306426048278809,397.20212765957444
higher?,7,5.18,-20.362756729125977,-18.607383728027344,-22.5108585357666,386.35227272727275
"hillside,",9,3.38,-26.416595458984375,-25.480247497558594,-23.29952049255371,349.47777777777776
hillside.,9,3.38,-24.773300170898438,-26.650846481323242,-25.38170051574707,341.7826086956522
"him,",4,6.11,-12.493609428405762,-8.991562843322754,-7.860930442810059,332.52134831460677
him.,4,6.11,-12.169593811035156,-8.398737907409668,-8.606356620788574,348.6952380952381
himself,7,5.25,-27.1596736907959,-24.727184295654297,-10.669698715209961,343.90084985835693
"himself,",8,5.25,-24.692848205566406,-22.94585418701172,-12.303457260131836,319.83529411764704
"hissing,",8,2.88,-35.02202606201172,-26.022903442382812,-26.63057518005371,412.42045454545456
hoaxes,6,2.58,-30.496110916137695,-30.774999618530273,-17.82437515258789,375.6
